date,open,high,low,close,volume,symbol
2002-06-30,0.38,0.4019,0.38,0.3926,219230,BAJFINANCE
2002-07-01,0.4006,0.4016,0.3932,0.3948,610448,BAJFINANCE
2002-07-02,0.3993,0.4022,0.3865,0.3965,341608,BAJFINANCE
2002-07-03,0.399,0.4041,0.3929,0.401,278926,BAJFINANCE
2002-07-04,0.4035,0.4103,0.3971,0.4055,589760,BAJFINANCE
2002-07-07,0.399,0.4148,0.399,0.408,489099,BAJFINANCE
2002-07-08,0.4055,0.4177,0.4039,0.4074,3218464,BAJFINANCE
2002-07-09,0.3981,0.3981,0.3733,0.3788,1384341,BAJFINANCE
2002-07-10,0.3611,0.3781,0.3611,0.3762,150270,BAJFINANCE
2002-07-11,0.399,0.399,0.3804,0.3858,241873,BAJFINANCE
2002-07-14,0.3862,0.3974,0.3765,0.3868,503303,BAJFINANCE
2002-07-15,0.3771,0.3945,0.3771,0.3855,249284,BAJFINANCE
2002-07-16,0.3411,0.3726,0.335,0.3659,213569,BAJFINANCE
2002-07-17,0.354,0.3733,0.3507,0.3685,275324,BAJFINANCE
2002-07-18,0.3646,0.3774,0.3643,0.3736,133802,BAJFINANCE
2002-07-21,0.3685,0.3733,0.3604,0.3607,216657,BAJFINANCE
2002-07-22,0.3495,0.3688,0.3495,0.3671,401613,BAJFINANCE
2002-07-23,0.3669,0.372,0.3581,0.3671,344798,BAJFINANCE
2002-07-24,0.3669,0.3669,0.3476,0.3517,381851,BAJFINANCE
2002-07-25,0.3733,0.3733,0.343,0.3533,517609,BAJFINANCE
2002-07-28,0.3063,0.3083,0.2831,0.3083,171884,BAJFINANCE
2002-07-29,0.3025,0.3137,0.2928,0.3102,665615,BAJFINANCE
2002-07-30,0.3032,0.3121,0.3009,0.3054,55579,BAJFINANCE
2002-07-31,0.3083,0.3276,0.3083,0.3234,311348,BAJFINANCE
2002-08-01,0.2951,0.3344,0.2951,0.3263,282117,BAJFINANCE
2002-08-04,0.3334,0.3476,0.3282,0.3476,188352,BAJFINANCE
2002-08-05,0.3356,0.3395,0.3356,0.3373,66901,BAJFINANCE
2002-08-06,0.3482,0.3521,0.3379,0.3447,248255,BAJFINANCE
2002-08-07,0.3476,0.3476,0.3347,0.3373,165812,BAJFINANCE
2002-08-08,0.3379,0.3411,0.3318,0.3411,324213,BAJFINANCE
2002-08-11,0.3347,0.3476,0.3347,0.3347,108071,BAJFINANCE
2002-08-12,0.3344,0.3411,0.3282,0.3318,113217,BAJFINANCE
2002-08-13,0.3314,0.3366,0.3282,0.3292,119084,BAJFINANCE
2002-08-14,0.3292,0.3292,0.3292,0.3292,0,BAJFINANCE
2002-08-15,0.3347,0.3404,0.3314,0.3369,79869,BAJFINANCE
2002-08-18,0.3282,0.3424,0.3276,0.3295,154490,BAJFINANCE
2002-08-19,0.3285,0.3285,0.318,0.3211,172399,BAJFINANCE
2002-08-20,0.3282,0.3347,0.3218,0.3221,273265,BAJFINANCE
2002-08-21,0.3221,0.3221,0.3153,0.3218,61755,BAJFINANCE
2002-08-22,0.3234,0.325,0.3234,0.325,208423,BAJFINANCE
2002-08-25,0.3218,0.3218,0.3032,0.3218,50433,BAJFINANCE
2002-08-26,0.325,0.3273,0.3218,0.3218,108174,BAJFINANCE
2002-08-27,0.317,0.3308,0.317,0.3199,30877,BAJFINANCE
2002-08-28,0.3192,0.3234,0.3153,0.3153,48889,BAJFINANCE
2002-08-29,0.3189,0.3318,0.3186,0.3282,138948,BAJFINANCE
2002-09-01,0.317,0.317,0.3153,0.3153,69474,BAJFINANCE
2002-09-02,0.3186,0.3189,0.317,0.317,92632,BAJFINANCE
2002-09-03,0.3186,0.3218,0.318,0.3218,201733,BAJFINANCE
2002-09-04,0.3218,0.3244,0.3218,0.324,18938,BAJFINANCE
2002-09-05,0.3153,0.3282,0.3153,0.3218,118363,BAJFINANCE
2002-09-08,0.316,0.3202,0.3157,0.3192,41170,BAJFINANCE
2002-09-09,0.3192,0.3192,0.3192,0.3192,0,BAJFINANCE
2002-09-10,0.3189,0.3215,0.3153,0.3173,64328,BAJFINANCE
2002-09-11,0.327,0.327,0.3186,0.3225,36023,BAJFINANCE
2002-09-12,0.3218,0.3218,0.3186,0.3218,58667,BAJFINANCE
2002-09-15,0.3218,0.3234,0.3186,0.3215,247020,BAJFINANCE
2002-09-16,0.3218,0.3234,0.3205,0.3205,249387,BAJFINANCE
2002-09-17,0.3218,0.3237,0.3189,0.3199,177133,BAJFINANCE
2002-09-18,0.316,0.3256,0.316,0.3202,393791,BAJFINANCE
2002-09-19,0.2719,0.3218,0.2719,0.3208,148006,BAJFINANCE
2002-09-22,0.3263,0.3282,0.3186,0.3273,270795,BAJFINANCE
2002-09-23,0.3263,0.3263,0.3205,0.3218,261429,BAJFINANCE
2002-09-24,0.3157,0.3218,0.3153,0.3186,145124,BAJFINANCE
2002-09-25,0.3186,0.3186,0.3186,0.3186,0,BAJFINANCE
2002-09-26,0.3195,0.3199,0.3195,0.3199,30877,BAJFINANCE
2002-09-29,0.3205,0.3205,0.3186,0.3186,41170,BAJFINANCE
2002-09-30,0.3186,0.3218,0.3186,0.3189,57329,BAJFINANCE
