date,open,high,low,close,volume,symbol
2002-06-30,29.8504,30.3069,29.8504,30.0919,3709080,LT
2002-07-01,30.1812,30.4623,30.0985,30.1647,2500024,LT
2002-07-02,30.2804,30.33,29.7843,29.8273,1910772,LT
2002-07-03,29.9497,30.0489,29.6454,29.7115,1515924,LT
2002-07-04,29.6189,29.9331,29.6189,29.7843,1038928,LT
2002-07-07,30.2473,30.4127,29.7678,30.3565,1772149,LT
2002-07-08,30.4293,30.6773,30.1415,30.2242,2892991,LT
2002-07-09,29.8504,30.297,29.7678,30.1415,1063845,LT
2002-07-10,30.082,30.2639,29.8438,29.8835,1413315,LT
2002-07-11,30.0985,30.1812,29.8273,30.0324,1485990,LT
2002-07-14,30.0489,30.0489,29.5693,29.9331,2159154,LT
2002-07-15,29.437,30.0158,29.437,29.8108,1652139,LT
2002-07-16,29.6024,29.7678,29.3808,29.5958,1308973,LT
2002-07-17,29.6851,29.867,29.5462,29.7843,1634161,LT
2002-07-18,29.6024,30.0489,29.6024,29.9431,4430164,LT
2002-07-21,28.7259,28.7259,27.7932,27.899,2559451,LT
2002-07-22,27.9155,28.1901,27.5517,27.8593,1543779,LT
2002-07-23,27.6509,27.9089,27.6179,27.6609,1839717,LT
2002-07-24,28.1967,28.1967,26.8902,27.1151,9698058,LT
2002-07-25,27.0225,27.3202,26.8737,26.9894,2582338,LT
2002-07-28,27.1052,27.2805,26.4768,26.6918,1608246,LT
2002-07-29,27.1217,27.1217,26.1295,26.3213,1532263,LT
2002-07-30,25.9806,26.4602,25.8417,26.2552,1588950,LT
2002-07-31,25.9641,26.4106,25.9641,26.0137,939127,LT
2002-08-01,25.8814,26.2452,25.6333,26.1625,1121058,LT
2002-08-04,26.2949,27.2706,26.2949,27.1217,1788777,LT
2002-08-05,26.9398,27.1052,26.4768,26.9828,968539,LT
2002-08-06,27.2706,27.2706,26.9894,27.0556,884349,LT
2002-08-07,27.1217,27.8825,27.039,27.1151,2182081,LT
2002-08-08,27.1217,28.0644,27.1052,27.4359,3620929,LT
2002-08-11,27.5682,28.0148,27.3466,27.5848,2180412,LT
2002-08-12,27.6013,27.8328,27.4128,27.6112,844686,LT
2002-08-13,27.6179,27.8659,27.4955,27.7336,893839,LT
2002-08-14,27.7336,27.7336,27.7336,27.7336,0,LT
2002-08-15,27.8593,28.4447,27.7832,28.2132,2908156,LT
2002-08-18,28.6531,28.7424,28.2132,28.3621,4380849,LT
2002-08-19,28.4447,28.5936,28.329,28.5374,1884010,LT
2002-08-20,28.2794,28.9574,28.1305,28.8516,3296326,LT
2002-08-21,29.0732,29.1889,28.8913,29.1228,4005877,LT
2002-08-22,29.4304,29.8504,29.05,29.7181,6834802,LT
2002-08-25,29.8604,30.8361,29.8604,30.5549,11248938,LT
2002-08-26,30.7435,30.8857,29.9497,30.7104,8647789,LT
2002-08-27,30.1415,30.6939,30.1415,30.6112,4746235,LT
2002-08-28,30.9254,31.0908,30.6707,30.9353,5962054,LT
2002-08-29,30.3466,30.5946,30.125,30.373,4825647,LT
2002-09-01,30.5781,30.9254,27.6344,30.2474,2064600,LT
2002-09-02,29.7678,30.1316,29.6851,29.7611,3253635,LT
2002-09-03,29.6024,29.8935,29.2716,29.7678,2993845,LT
2002-09-04,29.7843,30.2804,29.7281,30.0985,2468727,LT
2002-09-05,30.1812,30.297,29.7281,29.7777,1862496,LT
2002-09-08,29.6851,29.9265,29.5296,29.7611,921829,LT
2002-09-09,29.7611,29.7611,29.7611,29.7611,0,LT
2002-09-10,29.91,29.9331,29.7347,29.7843,799830,LT
2002-09-11,29.7678,30.2573,29.7347,30.0489,1589184,LT
2002-09-12,30.4458,31.0412,29.9001,29.9596,2314170,LT
2002-09-15,30.0985,30.1647,29.9001,29.9431,954940,LT
2002-09-16,30.0588,30.2308,29.9431,30.1316,767758,LT
2002-09-17,29.7678,30.3962,29.7678,30.1084,1567084,LT
2002-09-18,29.7678,30.2077,29.7678,30.0489,1522656,LT
2002-09-19,29.7678,30.1977,29.7678,30.0919,1161648,LT
2002-09-22,30.1151,30.1415,29.9993,30.0423,893119,LT
2002-09-23,29.9166,30.082,29.3146,29.5693,1465078,LT
2002-09-24,29.4304,29.437,28.8251,28.9177,2070009,LT
2002-09-25,28.9409,29.2716,28.4051,28.4778,2245162,LT
2002-09-26,28.6101,28.6531,28.0313,28.0974,5235849,LT
2002-09-29,27.8659,28.2463,27.6278,27.727,2770704,LT
2002-09-30,27.3301,27.8163,27.3301,27.6179,956223,LT
2002-10-01,27.6179,27.6179,27.6179,27.6179,0,LT
2002-10-02,27.8659,28.0644,27.6509,27.7502,1258051,LT
2002-10-03,27.9321,27.9982,27.7006,27.8262,951331,LT
2002-10-06,28.1074,28.3124,27.8329,28.2066,1377747,LT
2002-10-07,28.4216,28.4216,28.2066,28.2959,2341683,LT
2002-10-08,28.4381,28.6432,28.2893,28.4547,1962693,LT
2002-10-09,28.6928,28.7755,28.1735,28.4613,848902,LT
2002-10-10,28.8516,28.8516,28.3621,28.4613,1389636,LT
2002-10-13,29.6454,30.0489,29.48,29.9431,8814321,LT
2002-10-14,29.9431,29.9431,29.9431,29.9431,0,LT
2002-10-15,30.2407,30.2407,29.9431,30.1746,2409858,LT
2002-10-16,30.1647,31.3653,30.0588,31.2727,4899537,LT
2002-10-17,31.4215,31.5869,30.5119,31.1834,3001617,LT
2002-10-20,31.2561,31.2561,30.6939,31.1404,1880032,LT
2002-10-21,31.835,31.835,30.6872,30.7435,1635525,LT
2002-10-22,30.7203,30.76,30.5384,30.6873,1090525,LT
2002-10-23,30.6773,30.8427,30.588,30.6376,1062405,LT
2002-10-24,30.2639,30.9089,30.2639,30.6939,1884136,LT
2002-10-27,30.76,30.76,30.5946,30.6608,1037448,LT
2002-10-28,30.5946,31.0908,30.4293,31.0345,1670868,LT
2002-10-29,30.9915,31.0511,30.5946,30.9849,1123609,LT
2002-10-30,30.9022,31.2561,30.9022,31.1834,3234775,LT
2002-10-31,31.0081,31.4645,31.0081,31.2396,2127649,LT
2002-11-03,31.4215,31.5042,31.2892,31.3818,461115,LT
2002-11-04,31.4215,32.1492,31.2991,31.9441,2325154,LT
2002-11-05,31.9441,31.9441,31.9441,31.9441,0,LT
2002-11-06,32.1426,32.1426,31.4314,31.5373,1580611,LT
2002-11-07,32.0003,32.6221,31.7523,32.3245,4796464,LT
2002-11-10,32.4138,32.5626,32.0996,32.2418,1813365,LT
2002-11-11,32.126,32.1988,31.9177,32.0929,1793362,LT
2002-11-12,32.1988,32.3146,31.6696,31.8019,3112983,LT
2002-11-13,31.7523,32.1161,31.7126,31.7953,1496961,LT
2002-11-14,31.9276,32.0764,31.5538,31.8614,1876644,LT
