date,open,high,low,close,volume,symbol
2002-06-30,52.4054,53.9722,52.4054,53.5805,107294,APOLLOHOSP
2002-07-01,53.6011,55.2298,53.6011,54.5907,224240,APOLLOHOSP
2002-07-02,54.7968,55.1679,53.2301,53.5599,97578,APOLLOHOSP
2002-07-03,53.931,54.6319,53.4568,53.663,99150,APOLLOHOSP
2002-07-04,54.0135,54.6113,53.2301,53.9516,219024,APOLLOHOSP
2002-07-07,54.6319,57.312,54.0753,56.1163,619238,APOLLOHOSP
2002-07-08,57.0646,57.2914,54.7762,55.1679,267182,APOLLOHOSP
2002-07-09,55.4359,55.4359,53.6217,53.7248,95100,APOLLOHOSP
2002-07-10,53.6011,53.7661,52.694,53.2094,197056,APOLLOHOSP
2002-07-11,53.6424,54.5289,52.0756,52.7971,137764,APOLLOHOSP
2002-07-14,52.9002,52.9002,50.55,51.3334,157412,APOLLOHOSP
2002-07-15,52.158,52.158,50.7149,51.4365,73214,APOLLOHOSP
2002-07-16,51.5395,51.5395,49.3543,50.1995,131692,APOLLOHOSP
2002-07-17,50.8799,53.4362,50.5088,52.9208,174322,APOLLOHOSP
2002-07-18,53.3537,54.3845,51.7457,53.8898,293544,APOLLOHOSP
2002-07-21,51.7869,52.9827,51.5395,52.6116,159256,APOLLOHOSP
2002-07-22,51.5602,53.1476,51.5602,52.859,87750,APOLLOHOSP
2002-07-23,52.4879,52.7765,50.9211,51.3952,78882,APOLLOHOSP
2002-07-24,52.3642,52.9414,51.5396,52.2611,120256,APOLLOHOSP
2002-07-25,52.3642,52.3642,48.8595,49.1275,152200,APOLLOHOSP
2002-07-28,43.3138,49.581,43.3138,45.3136,179162,APOLLOHOSP
2002-07-29,51.5808,51.5808,45.1487,46.2001,171770,APOLLOHOSP
2002-07-30,45.4373,45.4373,41.8501,42.0563,315748,APOLLOHOSP
2002-07-31,43.2726,43.2932,40.407,40.9224,394458,APOLLOHOSP
2002-08-01,43.2932,43.2932,39.0051,39.2525,178858,APOLLOHOSP
2002-08-04,40.3245,40.407,39.3762,39.6648,206692,APOLLOHOSP
2002-08-05,39.8091,40.407,37.6033,38.7165,450892,APOLLOHOSP
2002-08-06,39.8916,42.2212,39.4587,41.1904,634818,APOLLOHOSP
2002-08-07,41.644,42.9221,39.871,40.2833,456654,APOLLOHOSP
2002-08-08,40.4482,41.4996,39.9947,40.675,239952,APOLLOHOSP
2002-08-11,41.1904,41.8089,40.5101,40.9636,163646,APOLLOHOSP
2002-08-12,41.4378,41.8913,41.0461,41.3141,101280,APOLLOHOSP
2002-08-13,41.1698,41.644,40.8399,41.3966,110996,APOLLOHOSP
2002-08-14,41.3966,41.3966,41.3966,41.3966,0,APOLLOHOSP
2002-08-15,43.6643,43.6643,41.2729,41.376,110180,APOLLOHOSP
2002-08-18,41.6233,41.644,41.1079,41.2523,87556,APOLLOHOSP
2002-08-19,41.644,41.8501,41.4172,41.5821,97342,APOLLOHOSP
2002-08-20,41.8089,41.8913,41.0873,41.211,115268,APOLLOHOSP
2002-08-21,41.8089,41.8089,40.407,40.675,60410,APOLLOHOSP
2002-08-22,40.4276,40.5926,39.7885,39.9535,83316,APOLLOHOSP
2002-08-25,39.9947,43.6437,39.9947,41.0461,272426,APOLLOHOSP
2002-08-26,41.7883,41.7883,39.7885,40.0153,115742,APOLLOHOSP
2002-08-27,40.1184,40.3658,39.4793,39.9122,124822,APOLLOHOSP
2002-08-28,40.2833,41.1904,39.3762,39.6442,131684,APOLLOHOSP
2002-08-29,40.3039,40.3039,39.5824,39.8504,151302,APOLLOHOSP
2002-09-01,40.8239,43.1307,40.8239,41.5646,367026,APOLLOHOSP
2002-09-02,41.7974,41.7974,40.7392,40.8874,101302,APOLLOHOSP
2002-09-03,40.6758,41.2683,40.0409,40.5064,105816,APOLLOHOSP
2002-09-04,41.0567,41.5646,40.7392,40.9297,152176,APOLLOHOSP
2002-09-05,41.48,41.48,39.9985,40.189,118270,APOLLOHOSP
2002-09-08,41.226,41.226,39.406,39.5329,55628,APOLLOHOSP
2002-09-09,39.5329,39.5329,39.5329,39.5329,0,APOLLOHOSP
2002-09-10,39.9985,40.3795,39.8715,39.9774,100552,APOLLOHOSP
2002-09-11,40.0409,40.4218,39.5753,40.2525,87496,APOLLOHOSP
2002-09-12,40.5911,41.0567,39.8927,40.2525,93418,APOLLOHOSP
2002-09-15,39.9562,40.5276,39.9562,40.2525,110190,APOLLOHOSP
2002-09-16,40.6334,44.8026,40.6334,43.2577,1435920,APOLLOHOSP
2002-09-17,43.2788,45.4375,42.6439,43.8714,2195964,APOLLOHOSP
2002-09-18,44.4005,44.8026,41.9455,42.263,1080386,APOLLOHOSP
2002-09-19,41.9032,43.6174,41.2683,42.9402,757652,APOLLOHOSP
2002-09-22,43.554,44.2735,42.7921,43.0672,542178,APOLLOHOSP
2002-09-23,42.7498,42.7498,41.6916,41.9667,253932,APOLLOHOSP
2002-09-24,41.7339,43.554,41.099,43.1307,537694,APOLLOHOSP
2002-09-25,43.9772,43.9984,42.7497,42.9402,273202,APOLLOHOSP
2002-09-26,42.9614,43.8926,42.2418,43.2365,384266,APOLLOHOSP
2002-09-29,42.3688,43.3211,41.9455,42.1995,231938,APOLLOHOSP
2002-09-30,41.9032,42.5169,40.6969,41.6281,203808,APOLLOHOSP
2002-10-01,41.6281,41.6281,41.6281,41.6281,0,APOLLOHOSP
2002-10-02,41.48,42.136,41.4376,41.6916,167462,APOLLOHOSP
2002-10-03,41.4799,42.009,41.099,41.4799,132824,APOLLOHOSP
2002-10-06,41.6916,42.3053,41.0567,42.0514,102140,APOLLOHOSP
2002-10-07,42.3265,42.6228,41.9455,42.3053,119136,APOLLOHOSP
2002-10-08,42.5381,42.8979,41.7974,41.8397,102938,APOLLOHOSP
2002-10-09,41.882,41.9879,40.8451,41.7127,72740,APOLLOHOSP
2002-10-10,41.9455,42.4535,41.7974,41.8821,67306,APOLLOHOSP
2002-10-13,41.9032,42.3265,41.7974,42.1783,79978,APOLLOHOSP
2002-10-14,42.1783,42.1783,42.1783,42.1783,0,APOLLOHOSP
2002-10-15,42.8556,42.8556,41.3106,41.7551,98804,APOLLOHOSP
2002-10-16,41.5858,41.9032,41.48,41.7339,35772,APOLLOHOSP
2002-10-17,41.6916,42.4111,41.6916,42.2418,81366,APOLLOHOSP
2002-10-20,42.7286,42.7286,41.48,41.6704,133384,APOLLOHOSP
2002-10-21,42.009,42.0937,41.48,41.9032,77870,APOLLOHOSP
2002-10-22,42.3265,42.3265,41.5646,41.8397,38300,APOLLOHOSP
2002-10-23,42.1783,42.1783,41.9032,41.9244,69972,APOLLOHOSP
2002-10-24,41.9032,42.0514,41.099,41.7127,86344,APOLLOHOSP
2002-10-27,41.9032,42.263,41.4165,41.7339,72538,APOLLOHOSP
2002-10-28,42.0937,42.3265,41.7128,42.2207,48496,APOLLOHOSP
2002-10-29,42.3265,43.9772,42.0302,42.1995,315510,APOLLOHOSP
2002-10-30,42.6439,42.6439,41.7127,41.8397,119136,APOLLOHOSP
2002-10-31,42.2418,42.2418,41.5223,41.9455,56124,APOLLOHOSP
2002-11-03,42.7497,42.7497,41.7762,42.1572,34552,APOLLOHOSP
2002-11-04,42.6228,42.7074,41.7762,41.9244,50606,APOLLOHOSP
2002-11-05,41.9244,41.9244,41.9244,41.9244,0,APOLLOHOSP
2002-11-06,42.3265,42.3265,41.6916,42.0937,87402,APOLLOHOSP
2002-11-07,41.5434,42.3265,41.5434,41.9667,69250,APOLLOHOSP
2002-11-10,41.6493,42.517,41.6493,41.9879,39558,APOLLOHOSP
2002-11-11,41.9244,42.2842,41.7762,41.8821,108712,APOLLOHOSP
2002-11-12,41.7762,42.0514,41.7762,41.8397,79188,APOLLOHOSP
2002-11-13,41.9244,43.8926,41.9244,42.0725,399754,APOLLOHOSP
2002-11-14,42.3265,42.7497,41.7551,41.9032,104742,APOLLOHOSP
2002-11-17,42.3265,42.3476,41.7762,42.0937,102794,APOLLOHOSP
2002-11-18,42.0937,42.0937,42.0937,42.0937,0,APOLLOHOSP
2002-11-19,42.2842,42.5381,41.9244,42.0514,133820,APOLLOHOSP
2002-11-20,42.2842,42.4958,41.9455,42.0725,131918,APOLLOHOSP
2002-11-21,42.1149,44.4851,42.009,43.7444,926580,APOLLOHOSP
2002-11-24,44.7814,45.4798,43.6386,44.0619,571814,APOLLOHOSP
2002-11-25,44.6333,44.8661,43.8714,44.1254,229058,APOLLOHOSP
2002-11-26,43.8291,44.2523,42.8556,43.0672,145042,APOLLOHOSP
2002-11-27,43.8079,43.956,42.8556,43.1518,120710,APOLLOHOSP
2002-11-28,44.0619,45.0565,43.8291,44.1042,451952,APOLLOHOSP
2002-12-01,44.6544,47.7019,44.6544,47.194,908158,APOLLOHOSP
2002-12-02,48.6755,48.6755,44.6544,45.3105,533918,APOLLOHOSP
2002-12-03,45.7126,46.3052,44.9084,45.12,194066,APOLLOHOSP
2002-12-04,45.2893,46.3475,45.1835,45.5856,224778,APOLLOHOSP
2002-12-05,46.3052,46.5168,45.4163,45.6279,150182,APOLLOHOSP
2002-12-08,46.2417,48.2522,45.5221,46.0512,417802,APOLLOHOSP
2002-12-09,44.8661,45.8396,44.5063,45.5856,121290,APOLLOHOSP
2002-12-10,46.0724,46.0724,45.0777,45.247,103306,APOLLOHOSP
2002-12-11,45.7126,45.7126,44.4428,44.6121,102888,APOLLOHOSP
2002-12-12,45.1835,46.8977,44.6968,46.0089,358674,APOLLOHOSP
2002-12-15,46.9401,46.9401,45.3105,45.4375,196428,APOLLOHOSP
2002-12-16,45.6914,45.6914,44.4851,44.8026,116300,APOLLOHOSP
2002-12-17,45.0354,45.2047,44.4851,44.6968,112920,APOLLOHOSP
2002-12-18,44.8661,45.1624,44.4428,44.5275,136008,APOLLOHOSP
2002-12-19,44.8237,45.0777,44.0195,44.2947,152990,APOLLOHOSP
2002-12-22,44.6544,45.4586,44.6121,44.9084,118408,APOLLOHOSP
2002-12-23,45.247,45.8819,44.7391,45.3952,117772,APOLLOHOSP
2002-12-24,45.3952,45.3952,45.3952,45.3952,0,APOLLOHOSP
2002-12-25,45.3105,46.0724,44.9507,45.12,128490,APOLLOHOSP
