symbol,arima_d1,arima_d1_lo,arima_d1_hi,arima_d2,arima_d2_lo,arima_d2_hi,arima_d3,arima_d3_lo,arima_d3_hi,arima_d4,arima_d4_lo,arima_d4_hi,arima_d5,arima_d5_lo,arima_d5_hi,arima_d6,arima_d6_lo,arima_d6_hi,arima_d7,arima_d7_lo,arima_d7_hi,arima_d8,arima_d8_lo,arima_d8_hi,arima_d9,arima_d9_lo,arima_d9_hi,arima_d10,arima_d10_lo,arima_d10_hi,arima_d11,arima_d11_lo,arima_d11_hi,arima_d12,arima_d12_lo,arima_d12_hi,arima_d13,arima_d13_lo,arima_d13_hi,arima_d14,arima_d14_lo,arima_d14_hi,arima_d15,arima_d15_lo,arima_d15_hi,arima_d16,arima_d16_lo,arima_d16_hi,arima_d17,arima_d17_lo,arima_d17_hi,arima_d18,arima_d18_lo,arima_d18_hi,arima_d19,arima_d19_lo,arima_d19_hi,arima_d20,arima_d20_lo,arima_d20_hi,arima_d21,arima_d21_lo,arima_d21_hi,arima_d22,arima_d22_lo,arima_d22_hi,arima_d23,arima_d23_lo,arima_d23_hi,arima_d24,arima_d24_lo,arima_d24_hi,arima_d25,arima_d25_lo,arima_d25_hi,arima_d26,arima_d26_lo,arima_d26_hi,arima_d27,arima_d27_lo,arima_d27_hi,arima_d28,arima_d28_lo,arima_d28_hi,arima_d29,arima_d29_lo,arima_d29_hi,arima_d30,arima_d30_lo,arima_d30_hi,arima_d31,arima_d31_lo,arima_d31_hi,arima_d32,arima_d32_lo,arima_d32_hi,arima_d33,arima_d33_lo,arima_d33_hi,arima_d34,arima_d34_lo,arima_d34_hi,arima_d35,arima_d35_lo,arima_d35_hi,arima_d36,arima_d36_lo,arima_d36_hi,arima_d37,arima_d37_lo,arima_d37_hi,arima_d38,arima_d38_lo,arima_d38_hi,arima_d39,arima_d39_lo,arima_d39_hi,arima_d40,arima_d40_lo,arima_d40_hi,arima_d41,arima_d41_lo,arima_d41_hi,arima_d42,arima_d42_lo,arima_d42_hi,arima_d43,arima_d43_lo,arima_d43_hi,arima_d44,arima_d44_lo,arima_d44_hi,arima_d45,arima_d45_lo,arima_d45_hi,arima_d46,arima_d46_lo,arima_d46_hi,arima_d47,arima_d47_lo,arima_d47_hi,arima_d48,arima_d48_lo,arima_d48_hi,arima_d49,arima_d49_lo,arima_d49_hi,arima_d50,arima_d50_lo,arima_d50_hi,arima_d51,arima_d51_lo,arima_d51_hi,arima_d52,arima_d52_lo,arima_d52_hi,arima_d53,arima_d53_lo,arima_d53_hi,arima_d54,arima_d54_lo,arima_d54_hi,arima_d55,arima_d55_lo,arima_d55_hi,arima_d56,arima_d56_lo,arima_d56_hi,arima_d57,arima_d57_lo,arima_d57_hi,arima_d58,arima_d58_lo,arima_d58_hi,arima_d59,arima_d59_lo,arima_d59_hi,arima_d60,arima_d60_lo,arima_d60_hi,arima_d61,arima_d61_lo,arima_d61_hi,arima_d62,arima_d62_lo,arima_d62_hi,arima_d63,arima_d63_lo,arima_d63_hi,arima_d64,arima_d64_lo,arima_d64_hi,arima_d65,arima_d65_lo,arima_d65_hi,arima_d66,arima_d66_lo,arima_d66_hi,arima_d67,arima_d67_lo,arima_d67_hi,arima_d68,arima_d68_lo,arima_d68_hi,arima_d69,arima_d69_lo,arima_d69_hi,arima_d70,arima_d70_lo,arima_d70_hi,arima_d71,arima_d71_lo,arima_d71_hi,arima_d72,arima_d72_lo,arima_d72_hi,arima_d73,arima_d73_lo,arima_d73_hi,arima_d74,arima_d74_lo,arima_d74_hi,arima_d75,arima_d75_lo,arima_d75_hi,arima_d76,arima_d76_lo,arima_d76_hi,arima_d77,arima_d77_lo,arima_d77_hi,arima_d78,arima_d78_lo,arima_d78_hi,arima_d79,arima_d79_lo,arima_d79_hi,arima_d80,arima_d80_lo,arima_d80_hi,arima_d81,arima_d81_lo,arima_d81_hi,arima_d82,arima_d82_lo,arima_d82_hi,arima_d83,arima_d83_lo,arima_d83_hi,arima_d84,arima_d84_lo,arima_d84_hi,prophet_d1,prophet_d1_lo,prophet_d1_hi,prophet_d2,prophet_d2_lo,prophet_d2_hi,prophet_d3,prophet_d3_lo,prophet_d3_hi,prophet_d4,prophet_d4_lo,prophet_d4_hi,prophet_d5,prophet_d5_lo,prophet_d5_hi,prophet_d6,prophet_d6_lo,prophet_d6_hi,prophet_d7,prophet_d7_lo,prophet_d7_hi,prophet_d8,prophet_d8_lo,prophet_d8_hi,prophet_d9,prophet_d9_lo,prophet_d9_hi,prophet_d10,prophet_d10_lo,prophet_d10_hi,prophet_d11,prophet_d11_lo,prophet_d11_hi,prophet_d12,prophet_d12_lo,prophet_d12_hi,prophet_d13,prophet_d13_lo,prophet_d13_hi,prophet_d14,prophet_d14_lo,prophet_d14_hi,prophet_d15,prophet_d15_lo,prophet_d15_hi,prophet_d16,prophet_d16_lo,prophet_d16_hi,prophet_d17,prophet_d17_lo,prophet_d17_hi,prophet_d18,prophet_d18_lo,prophet_d18_hi,prophet_d19,prophet_d19_lo,prophet_d19_hi,prophet_d20,prophet_d20_lo,prophet_d20_hi,prophet_d21,prophet_d21_lo,prophet_d21_hi,prophet_d22,prophet_d22_lo,prophet_d22_hi,prophet_d23,prophet_d23_lo,prophet_d23_hi,prophet_d24,prophet_d24_lo,prophet_d24_hi,prophet_d25,prophet_d25_lo,prophet_d25_hi,prophet_d26,prophet_d26_lo,prophet_d26_hi,prophet_d27,prophet_d27_lo,prophet_d27_hi,prophet_d28,prophet_d28_lo,prophet_d28_hi,prophet_d29,prophet_d29_lo,prophet_d29_hi,prophet_d30,prophet_d30_lo,prophet_d30_hi,prophet_d31,prophet_d31_lo,prophet_d31_hi,prophet_d32,prophet_d32_lo,prophet_d32_hi,prophet_d33,prophet_d33_lo,prophet_d33_hi,prophet_d34,prophet_d34_lo,prophet_d34_hi,prophet_d35,prophet_d35_lo,prophet_d35_hi,prophet_d36,prophet_d36_lo,prophet_d36_hi,prophet_d37,prophet_d37_lo,prophet_d37_hi,prophet_d38,prophet_d38_lo,prophet_d38_hi,prophet_d39,prophet_d39_lo,prophet_d39_hi,prophet_d40,prophet_d40_lo,prophet_d40_hi,prophet_d41,prophet_d41_lo,prophet_d41_hi,prophet_d42,prophet_d42_lo,prophet_d42_hi,prophet_d43,prophet_d43_lo,prophet_d43_hi,prophet_d44,prophet_d44_lo,prophet_d44_hi,prophet_d45,prophet_d45_lo,prophet_d45_hi,prophet_d46,prophet_d46_lo,prophet_d46_hi,prophet_d47,prophet_d47_lo,prophet_d47_hi,prophet_d48,prophet_d48_lo,prophet_d48_hi,prophet_d49,prophet_d49_lo,prophet_d49_hi,prophet_d50,prophet_d50_lo,prophet_d50_hi,prophet_d51,prophet_d51_lo,prophet_d51_hi,prophet_d52,prophet_d52_lo,prophet_d52_hi,prophet_d53,prophet_d53_lo,prophet_d53_hi,prophet_d54,prophet_d54_lo,prophet_d54_hi,prophet_d55,prophet_d55_lo,prophet_d55_hi,prophet_d56,prophet_d56_lo,prophet_d56_hi,prophet_d57,prophet_d57_lo,prophet_d57_hi,prophet_d58,prophet_d58_lo,prophet_d58_hi,prophet_d59,prophet_d59_lo,prophet_d59_hi,prophet_d60,prophet_d60_lo,prophet_d60_hi,prophet_d61,prophet_d61_lo,prophet_d61_hi,prophet_d62,prophet_d62_lo,prophet_d62_hi,prophet_d63,prophet_d63_lo,prophet_d63_hi,prophet_d64,prophet_d64_lo,prophet_d64_hi,prophet_d65,prophet_d65_lo,prophet_d65_hi,prophet_d66,prophet_d66_lo,prophet_d66_hi,prophet_d67,prophet_d67_lo,prophet_d67_hi,prophet_d68,prophet_d68_lo,prophet_d68_hi,prophet_d69,prophet_d69_lo,prophet_d69_hi,prophet_d70,prophet_d70_lo,prophet_d70_hi,prophet_d71,prophet_d71_lo,prophet_d71_hi,prophet_d72,prophet_d72_lo,prophet_d72_hi,prophet_d73,prophet_d73_lo,prophet_d73_hi,prophet_d74,prophet_d74_lo,prophet_d74_hi,prophet_d75,prophet_d75_lo,prophet_d75_hi,prophet_d76,prophet_d76_lo,prophet_d76_hi,prophet_d77,prophet_d77_lo,prophet_d77_hi,prophet_d78,prophet_d78_lo,prophet_d78_hi,prophet_d79,prophet_d79_lo,prophet_d79_hi,prophet_d80,prophet_d80_lo,prophet_d80_hi,prophet_d81,prophet_d81_lo,prophet_d81_hi,prophet_d82,prophet_d82_lo,prophet_d82_hi,prophet_d83,prophet_d83_lo,prophet_d83_hi,prophet_d84,prophet_d84_lo,prophet_d84_hi,xgb_d1,xgb_d2,xgb_d3,xgb_d4,xgb_d5,xgb_d6,xgb_d7,xgb_d8,xgb_d9,xgb_d10,xgb_d11,xgb_d12,xgb_d13,xgb_d14,xgb_d15,xgb_d16,xgb_d17,xgb_d18,xgb_d19,xgb_d20,xgb_d21,xgb_d22,xgb_d23,xgb_d24,xgb_d25,xgb_d26,xgb_d27,xgb_d28,xgb_d29,xgb_d30,xgb_d31,xgb_d32,xgb_d33,xgb_d34,xgb_d35,xgb_d36,xgb_d37,xgb_d38,xgb_d39,xgb_d40,xgb_d41,xgb_d42,xgb_d43,xgb_d44,xgb_d45,xgb_d46,xgb_d47,xgb_d48,xgb_d49,xgb_d50,xgb_d51,xgb_d52,xgb_d53,xgb_d54,xgb_d55,xgb_d56,xgb_d57,xgb_d58,xgb_d59,xgb_d60,xgb_d61,xgb_d62,xgb_d63,xgb_d64,xgb_d65,xgb_d66,xgb_d67,xgb_d68,xgb_d69,xgb_d70,xgb_d71,xgb_d72,xgb_d73,xgb_d74,xgb_d75,xgb_d76,xgb_d77,xgb_d78,xgb_d79,xgb_d80,xgb_d81,xgb_d82,xgb_d83,xgb_d84
ADANIENT,1820.59,1665.25,1975.92,1834.31,1611.86,2056.75,1831.32,1563.68,2098.96,1822.94,1512.91,2132.97,1834.25,1486.66,2181.85,1829.4,1450.82,2207.99,1825.0,1415.16,2234.83,1833.7,1395.29,2272.11,1828.26,1364.51,2292.0,1826.67,1337.07,2316.26,1832.91,1319.46,2346.35,1827.69,1292.15,2363.23,1827.93,1269.93,2385.94,1832.06,1253.18,2410.93,1827.52,1228.74,2426.3,1828.82,1209.97,2447.68,1831.26,1193.6,2468.93,1827.6,1171.67,2483.54,1829.4,1155.18,2503.62,1830.59,1139.09,2522.08,1827.83,1119.35,2536.32,1829.73,1104.37,2555.09,1830.05,1088.6,2571.5,1828.12,1070.74,2585.5,1829.88,1056.76,2603.0,1829.65,1041.39,2617.91,1828.41,1025.12,2631.71,1829.9,1011.81,2648.0,1829.38,996.93,2661.82,1828.68,981.97,2675.39,1829.86,969.12,2690.59,1829.21,954.8,2703.61,1828.9,940.9,2716.91,1829.77,928.41,2731.12,1829.11,914.67,2743.56,1829.07,901.62,2756.53,1829.66,889.43,2769.89,1829.08,876.27,2781.88,1829.2,863.91,2794.49,1829.56,852.0,2807.12,1829.08,839.4,2818.75,1829.28,827.59,2830.97,1829.48,815.95,2843.0,1829.1,803.88,2854.32,1829.33,792.51,2866.15,1829.4,781.15,2877.66,1829.13,769.56,2888.71,1829.36,758.56,2900.15,1829.35,747.48,2911.22,1829.17,736.32,2922.02,1829.36,725.64,2933.09,1829.31,714.84,2943.78,1829.2,704.07,2954.34,1829.36,693.66,2965.06,1829.29,683.13,2975.44,1829.23,672.71,2985.75,1829.35,662.55,2996.15,1829.27,652.29,3006.25,1829.26,642.18,3016.33,1829.34,632.25,3026.43,1829.26,622.25,3036.28,1829.27,612.41,3046.14,1829.33,602.69,3055.96,1829.26,592.94,3065.59,1829.28,583.34,3075.23,1829.32,573.83,3084.8,1829.26,564.31,3094.22,1829.29,554.94,3103.65,1829.31,545.62,3112.99,1829.27,536.32,3122.22,1829.3,527.15,3131.45,1829.3,518.02,3140.58,1829.27,508.92,3149.63,1829.3,499.94,3158.66,1829.29,490.98,3167.6,1829.28,482.08,3176.47,1829.3,473.27,3185.33,1829.29,464.49,3194.09,1829.28,455.76,3202.8,1829.3,447.12,3211.48,1829.29,438.5,3220.07,1829.28,429.94,3228.63,1829.3,421.45,3237.14,1829.29,412.99,3245.58,1976.36,1752.84,2211.16,1748.44,1498.05,1969.1,1990.33,1755.98,2225.15,1987.24,1773.94,2215.76,1986.02,1740.76,2205.66,1986.59,1732.13,2218.5,1757.92,1528.33,2007.67,1996.29,1769.07,2210.82,1991.67,1767.25,2234.57,1988.79,1754.48,2216.49,1987.61,1746.43,2215.61,1757.11,1520.62,2000.17,1989.97,1762.02,2220.88,1983.63,1751.35,2229.74,1979.13,1739.85,2189.56,1976.47,1758.32,2213.01,1744.68,1514.94,1978.64,1974.93,1745.29,2210.49,1968.22,1730.81,2195.39,1963.62,1740.31,2201.38,1961.15,1741.31,2207.77,1729.81,1492.68,1961.91,1963.06,1728.8,2194.07,1957.83,1717.71,2194.55,1954.94,1734.03,2197.27,1954.35,1719.89,2190.96,1725.06,1492.99,1962.14,1965.02,1726.97,2216.42,1962.11,1740.02,2189.86,1961.49,1715.18,2193.44,1963.12,1719.54,2195.42,1735.93,1511.48,1988.5,1981.19,1761.25,2231.62,1979.6,1740.95,2225.92,1980.04,1738.29,2223.01,1982.43,1750.75,2229.24,1755.7,1518.88,1980.63,2000.43,1770.66,2248.46,1998.02,1756.45,2237.87,1997.33,1765.29,2248.27,1998.31,1772.08,2236.39,1769.9,1515.35,1999.57,2008.24,1768.42,2263.15,2003.37,1762.39,2245.46,2000.12,1745.94,2243.77,1998.47,1760.18,2239.77,1767.41,1531.56,2027.93,1998.1,1754.26,2251.34,1990.9,1764.1,2245.76,1985.49,1738.61,2226.06,1981.89,1736.17,2226.41,1749.1,1515.47,2001.96,1976.16,1717.69,2209.75,1968.31,1735.55,2229.44,1962.53,1704.17,2205.58,1958.82,1716.69,2225.36,1726.19,1478.85,2002.06,1955.11,1706.22,2210.57,1948.25,1687.81,2216.83,1943.6,1694.23,2205.85,1941.12,1667.87,2224.91,1709.78,1465.79,1967.22,1942.61,1697.92,2209.56,1936.94,1691.72,2199.77,1933.38,1672.48,2207.21,1931.87,1652.78,2214.65,1701.35,1448.05,1958.74,1935.56,1664.69,2218.17,1929.99,1664.14,2190.28,1926.34,1651.39,2198.15,1924.57,1667.74,2214.25,1693.62,1440.53,1979.82,1925.83,1661.8,2200.1,1919.44,1672.01,2210.66,1914.93,1658.29,2203.7,1912.3,1637.78,2208.57,1680.54,1414.28,1981.13,1910.8,1653.27,2211.23,1904.01,1639.26,2199.94,1899.29,1617.36,2191.35,1896.62,1615.75,2210.3,1665.02,1406.05,1952.3,1896.95,1626.97,2189.05,1891.1,1622.57,2213.81,1844.04,1838.51,1848.53,1871.44,1881.0,1894.44,1923.13,1956.19,1985.81,2004.32,2092.0,2214.55,2258.88,2404.2,2443.17,2514.79,2477.96,2463.43,2458.77,2457.41,2456.68,2450.61,2453.17,2456.78,2452.97,2450.32,2460.33,2453.38,2452.49,2453.18,2457.46,2457.25,2455.6,2457.47,2454.54,2456.42,2462.27,2459.12,2462.27,2456.52,2455.96,2456.52,2460.19,2454.65,2458.32,2460.4,2455.76,2458.32,2459.12,2458.6,2456.52,2458.6,2456.52,2456.52,2459.66,2459.66,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59,2457.59
ADANIPORTS,1377.37,1328.09,1426.65,1377.37,1312.3,1442.44,1377.37,1299.65,1455.09,1377.37,1288.79,1465.95,1377.37,1279.13,1475.62,1377.37,1270.33,1484.42,1377.37,1262.2,1492.54,1377.37,1254.61,1500.13,1377.37,1247.46,1507.28,1377.37,1240.69,1514.06,1377.37,1234.23,1520.51,1377.37,1228.06,1526.68,1377.37,1222.13,1532.61,1377.37,1216.42,1538.33,1377.37,1210.9,1543.84,1377.37,1205.56,1549.18,1377.37,1200.39,1554.36,1377.37,1195.35,1559.39,1377.37,1190.46,1564.28,1377.37,1185.69,1569.05,1377.37,1181.04,1573.71,1377.37,1176.49,1578.26,1377.37,1172.04,1582.7,1377.37,1167.69,1587.05,1377.37,1163.43,1591.32,1377.37,1159.25,1595.5,1377.37,1155.15,1599.6,1377.37,1151.12,1603.62,1377.37,1147.16,1607.58,1377.37,1143.27,1611.47,1377.37,1139.45,1615.3,1377.37,1135.68,1619.06,1377.37,1131.97,1622.77,1377.37,1128.32,1626.42,1377.37,1124.72,1630.02,1377.37,1121.17,1633.57,1377.37,1117.67,1637.07,1377.37,1114.22,1640.53,1377.37,1110.81,1643.94,1377.37,1107.44,1647.3,1377.37,1104.12,1650.63,1377.37,1100.83,1653.91,1377.37,1097.59,1657.16,1377.37,1094.38,1660.37,1377.37,1091.2,1663.54,1377.37,1088.07,1666.68,1377.37,1084.96,1669.78,1377.37,1081.89,1672.85,1377.37,1078.85,1675.9,1377.37,1075.84,1678.9,1377.37,1072.86,1681.88,1377.37,1069.91,1684.84,1377.37,1066.99,1687.76,1377.37,1064.09,1690.65,1377.37,1061.22,1693.52,1377.37,1058.38,1696.37,1377.37,1055.56,1699.19,1377.37,1052.76,1701.98,1377.37,1049.99,1704.75,1377.37,1047.25,1707.5,1377.37,1044.52,1710.22,1377.37,1041.82,1712.92,1377.37,1039.14,1715.6,1377.37,1036.48,1718.26,1377.37,1033.84,1720.9,1377.37,1031.23,1723.52,1377.37,1028.63,1726.12,1377.37,1026.05,1728.7,1377.37,1023.49,1731.26,1377.37,1020.94,1733.8,1377.37,1018.42,1736.33,1377.37,1015.91,1738.83,1377.37,1013.42,1741.32,1377.37,1010.95,1743.79,1377.37,1008.49,1746.25,1377.37,1006.05,1748.69,1377.37,1003.63,1751.11,1377.37,1001.22,1753.52,1377.37,998.83,1755.92,1377.37,996.45,1758.29,1377.37,994.09,1760.66,1377.37,991.74,1763.01,1377.37,989.4,1765.34,1377.37,987.08,1767.66,1399.01,1314.06,1478.45,1248.76,1169.81,1328.19,1407.14,1325.44,1487.8,1408.29,1315.44,1492.66,1410.02,1326.47,1491.75,1411.19,1332.16,1492.35,1260.5,1174.4,1341.85,1416.83,1332.55,1500.88,1417.1,1340.32,1501.22,1417.89,1328.4,1504.18,1418.08,1332.34,1496.45,1266.39,1178.79,1350.01,1419.85,1340.05,1501.45,1419.29,1339.91,1501.41,1419.33,1334.6,1504.95,1418.88,1338.26,1500.78,1266.68,1183.53,1349.89,1419.41,1341.49,1498.01,1418.9,1333.82,1499.92,1419.13,1340.55,1502.53,1419.01,1336.5,1503.62,1267.27,1187.48,1352.81,1422.05,1342.32,1506.16,1422.37,1343.71,1506.81,1423.51,1337.19,1505.75,1424.31,1339.92,1511.53,1273.51,1185.51,1354.73,1430.94,1346.08,1516.47,1432.04,1349.46,1513.12,1433.85,1358.12,1525.72,1435.24,1354.09,1516.47,1284.9,1208.22,1369.03,1442.98,1361.69,1529.69,1444.03,1360.26,1526.77,1445.67,1357.55,1529.86,1446.76,1364.36,1526.12,1296.0,1213.61,1378.32,1452.23,1371.09,1535.42,1452.52,1368.47,1535.39,1453.34,1362.45,1533.57,1453.59,1361.88,1536.4,1301.97,1221.65,1382.0,1455.73,1369.25,1535.23,1455.27,1371.39,1535.03,1455.42,1371.58,1537.27,1455.06,1365.47,1536.79,1302.92,1218.33,1389.84,1455.67,1372.11,1541.5,1455.06,1364.64,1537.18,1455.15,1368.36,1537.97,1454.82,1376.08,1540.3,1302.8,1218.84,1390.69,1456.27,1375.66,1540.75,1456.0,1371.7,1539.79,1456.45,1377.11,1547.2,1456.5,1371.49,1548.42,1304.85,1216.63,1393.84,1459.34,1366.6,1544.82,1459.33,1373.19,1544.39,1460.0,1370.69,1543.84,1460.21,1371.55,1540.59,1308.67,1222.8,1393.02,1463.13,1376.28,1553.8,1463.0,1374.94,1553.4,1463.49,1379.01,1547.92,1463.48,1379.29,1553.99,1311.68,1220.79,1402.82,1465.22,1378.22,1552.86,1464.77,1373.13,1552.34,1464.95,1378.34,1550.71,1464.64,1377.88,1550.45,1312.56,1213.83,1394.34,1465.48,1365.93,1560.32,1464.92,1380.95,1556.16,1465.03,1382.39,1555.55,1464.7,1370.91,1551.98,1312.66,1216.96,1399.28,1465.97,1375.11,1555.51,1465.62,1385.13,1558.11,1465.97,1372.1,1555.29,1465.91,1368.99,1558.59,1314.16,1220.82,1402.28,1468.36,1378.22,1561.72,1468.28,1374.77,1558.7,1258.65,1263.2,1263.63,1265.52,1262.34,1260.51,1262.48,1248.51,1242.94,1249.58,1253.67,1245.89,1261.81,1269.47,1274.01,1283.69,1306.43,1315.94,1305.62,1265.16,1268.06,1253.41,1246.88,1242.32,1240.87,1245.19,1243.91,1238.96,1233.7,1238.8,1242.75,1240.99,1242.1,1241.59,1242.76,1242.58,1240.35,1253.34,1260.09,1261.46,1262.07,1268.12,1267.22,1259.27,1264.07,1260.67,1261.36,1258.83,1263.41,1260.2,1260.43,1262.11,1262.1,1261.28,1263.68,1260.83,1259.36,1263.1,1260.98,1260.98,1260.98,1260.98,1260.98,1260.98,1258.6,1258.6,1258.6,1261.62,1258.6,1261.62,1261.62,1261.62,1258.6,1261.62,1261.62,1258.6,1258.6,1261.62,1258.6,1261.62,1261.62,1258.6,1261.62,1261.62
APOLLOHOSP,7317.5,7152.21,7482.79,7317.5,7083.75,7551.25,7317.5,7031.21,7603.79,7317.5,6986.92,7648.08,7317.5,6947.9,7687.1,7317.5,6912.63,7722.37,7317.5,6880.19,7754.81,7317.5,6849.99,7785.01,7317.5,6821.63,7813.37,7317.5,6794.81,7840.19,7317.5,6769.3,7865.7,7317.5,6744.92,7890.08,7317.5,6721.54,7913.46,7317.5,6699.05,7935.95,7317.5,6677.34,7957.66,7317.5,6656.35,7978.65,7317.5,6636.0,7999.0,7317.5,6616.24,8018.76,7317.5,6597.02,8037.98,7317.5,6578.31,8056.69,7317.5,6560.05,8074.95,7317.5,6542.23,8092.77,7317.5,6524.8,8110.2,7317.5,6507.76,8127.24,7317.5,6491.06,8143.94,7317.5,6474.69,8160.31,7317.5,6458.64,8176.36,7317.5,6442.88,8192.12,7317.5,6427.39,8207.61,7317.5,6412.18,8222.82,7317.5,6397.21,8237.79,7317.5,6382.49,8252.51,7317.5,6367.99,8267.01,7317.5,6353.71,8281.29,7317.5,6339.64,8295.36,7317.5,6325.77,8309.23,7317.5,6312.09,8322.91,7317.5,6298.59,8336.41,7317.5,6285.27,8349.73,7317.5,6272.12,8362.88,7317.5,6259.14,8375.86,7317.5,6246.31,8388.69,7317.5,6233.63,8401.37,7317.5,6221.1,8413.9,7317.5,6208.71,8426.29,7317.5,6196.46,8438.54,7317.5,6184.34,8450.66,7317.5,6172.35,8462.65,7317.5,6160.48,8474.52,7317.5,6148.73,8486.27,7317.5,6137.1,8497.9,7317.5,6125.59,8509.41,7317.5,6114.18,8520.82,7317.5,6102.88,8532.12,7317.5,6091.69,8543.31,7317.5,6080.59,8554.41,7317.5,6069.6,8565.4,7317.5,6058.7,8576.3,7317.5,6047.9,8587.1,7317.5,6037.18,8597.82,7317.5,6026.56,8608.44,7317.5,6016.02,8618.98,7317.5,6005.56,8629.44,7317.5,5995.19,8639.81,7317.5,5984.9,8650.1,7317.5,5974.69,8660.31,7317.5,5964.56,8670.44,7317.5,5954.5,8680.5,7317.5,5944.51,8690.49,7317.5,5934.6,8700.4,7317.5,5924.75,8710.25,7317.5,5914.98,8720.02,7317.5,5905.27,8729.73,7317.5,5895.64,8739.36,7317.5,5886.06,8748.94,7317.5,5876.55,8758.45,7317.5,5867.1,8767.9,7317.5,5857.71,8777.29,7317.5,5848.38,8786.62,7317.5,5839.12,8795.88,7317.5,5829.9,8805.1,7317.5,5820.75,8814.25,7317.5,5811.65,8823.35,7317.5,5802.61,8832.39,7469.34,7211.17,7717.66,7477.16,7242.99,7716.45,7475.11,7227.24,7715.16,7477.58,7234.11,7730.98,7480.44,7248.16,7744.71,7481.73,7236.87,7737.2,7490.86,7241.82,7719.26,7491.14,7244.13,7732.7,7493.8,7258.21,7735.66,7496.54,7258.66,7725.7,7497.4,7254.86,7747.54,7505.79,7268.72,7751.42,7502.26,7283.6,7743.74,7503.19,7258.41,7752.51,7504.04,7258.22,7741.43,7502.87,7271.75,7759.98,7509.16,7264.56,7746.44,7499.25,7246.86,7740.67,7498.18,7264.09,7750.88,7497.17,7259.62,7731.47,7494.31,7256.16,7737.49,7499.11,7256.18,7741.75,7486.19,7248.02,7714.61,7484.66,7253.4,7738.34,7483.44,7244.7,7727.77,7480.66,7230.55,7722.7,7485.78,7253.66,7728.77,7475.14,7240.48,7725.08,7474.7,7245.24,7723.08,7474.71,7239.12,7730.57,7473.23,7232.67,7727.78,7479.7,7223.84,7710.79,7473.03,7227.77,7724.9,7473.79,7233.99,7707.67,7474.89,7236.89,7726.95,7474.38,7227.67,7710.04,7481.69,7257.03,7735.82,7476.71,7224.27,7741.08,7477.79,7226.47,7732.46,7479.11,7239.87,7730.54,7478.75,7231.47,7733.23,7486.16,7238.15,7731.26,7481.56,7234.51,7742.53,7482.91,7237.28,7730.62,7484.63,7249.17,7724.12,7484.82,7231.74,7731.65,7492.99,7247.56,7730.62,7492.07,7228.51,7739.38,7495.16,7245.24,7742.3,7498.88,7252.84,7773.87,7501.34,7235.75,7750.7,7512.01,7251.0,7748.19,7519.82,7262.94,7770.03,7526.11,7259.85,7797.68,7533.11,7269.55,7775.68,7538.87,7287.99,7790.08,7552.81,7300.78,7817.28,7569.72,7313.08,7832.26,7578.64,7323.25,7851.38,7587.97,7311.96,7821.36,7595.74,7349.34,7864.7,7611.34,7338.6,7875.02,7630.79,7368.04,7903.96,7639.71,7377.71,7921.99,7648.62,7390.22,7905.43,7655.57,7385.2,7936.47,7669.95,7395.73,7937.16,7683.8,7409.59,7935.41,7690.33,7424.32,7959.83,7696.7,7419.24,7969.06,7700.99,7445.48,7966.88,7712.67,7424.24,7995.4,7718.67,7459.67,8005.33,7722.88,7429.92,7986.34,7727.13,7454.32,8025.61,7729.57,7462.84,7992.66,7739.69,7454.28,8004.07,7743.06,7456.75,8008.38,7747.1,7463.49,8032.43,7751.55,7462.93,8043.09,7754.52,7480.93,8040.79,7765.5,7488.37,8038.54,7773.05,7486.15,8056.66,7778.89,7475.89,8059.67,6143.89,6129.17,6135.11,6144.06,6158.97,6193.87,6227.94,6236.59,6242.09,6219.08,6229.89,6239.23,6243.02,6221.95,6283.01,6348.22,6415.33,6407.57,6379.19,6367.16,6327.97,6261.89,6282.34,6265.97,6272.14,6395.96,6528.22,6528.92,6525.25,6514.67,6486.94,6514.66,6537.61,6528.14,6477.85,6476.48,6421.56,6383.69,6333.85,6232.47,6185.6,6156.23,6176.51,6169.66,6184.02,6205.29,6222.28,6214.17,6230.09,6226.54,6222.09,6234.92,6222.58,6223.19,6222.51,6215.0,6215.0,6220.34,6220.34,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31,6224.31
